# STN,YYYYMMDD,   FG,   TG,   RH,   PG,   NG,   UG
344,19881101,46,80,0,10221,4,82
344,19881102,36,67,27,10241,,81
344,19881103,26,15,0,10340,1,77
344,19881104,51,12,0,10308,0,67
344,19881105,,22,0,10247,3,73
344,19881106,21,47,0,10234,5,93
344,19881107,26,27,0,10234,6,99
344,19881108,51,62,0,,4,77
344,19881109,46,98,15,10146,8,83
344,19881110,51,132,-1,10167,7,92
344,19881111,26,132,-1,10217,8,95
344,19881112,26,104,152,10229,8,99
344,19881113,57,90,0,10262,5,78
344,19881114,41,91,0,10309,5,89
344,19881115,15,80,0,,5,94
344,19881116,,67,0,10294,3,94
344,19881117,57,67,8,10189,6,94
344,19881118,72,96,6,10163,7,85
344,19881119,26,50,30,10228,7,88
344,19881120,31,18,69,10117,5,90
344,19881121,15,-14,0,10223,1,86
344,19881122,46,,12,10256,5,86
344,19881123,26,63,23,10273,6,94
344,19881124,21,69,5,10287,7,91
344,19881125,21,72,-1,10250,7,90
344,19881126,15,65,0,10232,7,89
344,19881127,26,66,1,10264,6,89
344,19881128,87,66,7,10158,8,88
344,19881129,62,82,6,10091,6,80
344,19881130,46,93,190,9963,8,96
344,19881201,46,14,45,9999,8,96
344,19881202,26,10,-1,10031,8,99
344,19881203,46,57,68,,8,93
344,19881204,82,83,82,9946,7,85
344,19881205,93,72,6,10021,5,76
344,19881206,87,68,36,10099,5,81
344,19881207,46,61,7,10273,4,84
344,19881208,51,73,28,10292,7,94
344,19881209,36,84,43,10271,8,94
344,19881210,67,104,-1,10274,7,90
344,19881211,72,96,-1,10285,8,84
344,19881212,77,83,10,10274,6,85
344,19881213,46,81,1,10337,7,89
344,19881214,46,81,-1,10343,7,85
344,19881215,57,85,-1,10308,8,94
344,19881216,26,74,19,10259,8,94
344,19881217,31,54,-1,10261,4,92
344,19881218,77,80,105,10237,7,92
344,19881219,118,87,83,10093,7,88
344,19881220,,58,3,10225,5,86
344,19881221,62,92,35,10240,8,97
344,19881222,93,99,0,10207,7,84
344,19881223,103,97,16,10108,7,87
344,19881224,72,80,29,10169,6,87
344,19881225,41,100,-1,10259,7,95
344,19881226,67,103,0,10245,6,87
344,19881227,57,91,28,10253,6,94
344,19881228,41,95,-1,10325,7,96
344,19881229,41,77,0,10368,8,96
344,19881230,36,64,-1,10367,8,99
344,19881231,26,71,0,10382,7,97
344,19890101,15,72,0,10385,8,87
344,19890102,15,63,0,10371,6,86
344,19890103,41,36,0,10324,7,88
344,19890104,67,35,36,10279,7,92
344,19890105,57,57,53,10230,7,89
344,19890106,41,81,28,10130,8,97
344,19890107,41,77,-1,10220,7,94
344,19890108,51,94,-1,10213,8,98
344,19890109,62,84,4,10162,8,97
344,19890110,46,65,27,10189,5,94
344,19890111,46,38,0,10227,5,93
344,19890112,72,68,36,10159,5,90
344,19890113,67,59,0,10293,4,88
344,19890114,82,80,19,10289,4,85
344,19890115,82,84,0,10342,5,87
344,19890116,62,87,0,10325,7,86
344,19890117,46,50,18,10316,6,96
344,19890118,26,22,0,10374,5,100
344,19890119,26,23,0,10359,8,98
344,19890120,41,27,-1,10288,8,90
344,19890121,57,50,9,10156,7,92
344,19890122,31,53,-1,10282,4,93
344,19890123,51,43,0,10337,4,92
344,19890124,36,11,0,10324,8,100
344,19890125,36,6,0,10281,6,90
344,19890126,41,32,0,10281,1,82
344,19890127,57,53,0,10324,2,77
344,19890128,57,55,-1,10336,3,84
344,19890129,26,34,0,10416,2,96
344,19890130,41,58,0,10420,1,94
344,19890131,21,35,0,10423,6,99
344,19890201,41,19,-1,10367,8,97
344,19890202,41,12,-1,10351,8,94
344,19890203,57,21,0,10315,8,100
344,19890204,77,28,-1,10262,8,95
344,19890205,67,78,37,10252,5,88
344,19890206,93,100,0,10293,3,89
344,19890207,67,97,0,10293,2,85
344,19890208,26,65,0,10280,2,90
344,19890209,26,63,0,10217,3,85
344,19890210,31,65,0,10264,1,78
344,19890211,46,70,0,10364,4,88
344,19890212,77,71,18,10339,5,86
344,19890213,72,54,76,10274,5,87
344,19890214,103,66,1,10258,5,73
344,19890215,93,78,3,10148,7,85
344,19890216,67,40,1,10190,3,74
344,19890217,46,37,23,10168,7,84
344,19890218,103,108,69,10108,8,93
344,19890219,82,115,37,10173,8,91
344,19890220,62,72,1,10231,5,81
344,19890221,15,44,0,10250,4,83
344,19890222,57,55,41,10124,6,83
344,19890223,62,59,2,10043,5,81
344,19890224,62,49,5,9867,6,82
344,19890225,87,58,40,9639,7,83
344,19890226,103,52,60,9621,6,85
344,19890227,87,53,80,9752,7,86
344,19890228,77,50,61,9840,5,86
344,19890301,103,65,94,9898,7,89
344,19890302,57,68,67,10017,7,92
344,19890303,41,77,5,10011,7,95
344,19890304,57,91,6,10155,7,92
344,19890305,36,117,1,10191,7,87
344,19890306,41,128,0,10164,5,76
344,19890307,51,93,182,10160,7,92
344,19890308,67,63,22,10194,4,83
344,19890309,67,85,3,10201,7,80
344,19890310,62,108,-1,10189,6,76
344,19890311,31,92,5,10235,7,89
344,19890312,36,87,9,10163,6,84
344,19890313,103,88,1,10098,5,75
344,19890314,77,80,14,10134,6,78
344,19890315,72,75,59,9977,7,92
344,19890316,41,56,114,9951,8,97
344,19890317,51,38,97,10075,5,87
344,19890318,46,44,-1,10197,3,74
344,19890319,72,78,4,10148,8,86
344,19890320,51,74,2,10064,6,81
344,19890321,72,61,66,10061,7,85
344,19890322,98,93,21,10082,7,88
344,19890323,103,62,20,10169,5,74
344,19890324,118,87,145,10051,7,88
344,19890325,67,69,0,10175,3,74
344,19890326,36,110,0,10206,5,78
344,19890327,46,143,0,10121,5,67
344,19890328,46,129,0,10135,5,77
344,19890329,36,109,0,10226,6,77
344,19890330,46,107,-1,10203,3,84
344,19890331,21,110,0,10175,1,88
344,19890401,46,85,0,10138,4,85
344,19890402,62,52,0,10094,5,60
344,19890403,67,46,-1,10101,6,51
344,19890404,72,23,37,10052,8,78
344,19890405,51,43,2,9970,8,83
344,19890406,62,46,89,9977,8,97
344,19890407,77,78,57,10058,5,84
344,19890408,46,80,-1,10118,3,82
344,19890409,46,100,-1,10108,5,65
344,19890410,62,120,2,10009,7,80
344,19890411,77,104,74,9993,6,85
344,19890412,31,95,-1,9968,6,90
344,19890413,15,88,-1,9997,7,93
344,19890414,67,77,177,10068,8,97
344,19890415,26,91,0,10147,3,79
344,19890416,36,81,0,10078,7,92
344,19890417,51,74,19,10103,5,85
344,19890418,31,56,7,10144,7,89
344,19890419,41,63,3,10135,7,86
344,19890420,21,58,-1,10137,6,84
344,19890421,41,73,7,10154,6,86
344,19890422,51,72,-1,10164,6,85
344,19890423,31,54,75,10152,8,95
344,19890424,36,66,41,10089,8,99
344,19890425,51,60,20,10058,8,94
344,19890426,51,51,-1,10083,6,79
344,19890427,31,62,0,10116,2,66
344,19890428,31,59,0,10209,2,76
344,19890429,21,69,0,10225,2,76
344,19890430,15,82,0,10245,3,77
344,19890501,41,118,0,10245,5,70
344,19890502,31,114,-1,10251,3,90
344,19890503,21,117,0,10267,1,84
344,19890504,26,156,0,10275,0,72
344,19890505,31,146,0,10276,3,81
344,19890506,62,90,0,10299,5,76
344,19890507,26,83,0,10282,4,80
344,19890508,26,116,0,10209,3,78
344,19890509,36,130,0,10108,3,77
344,19890510,26,98,0,10110,3,69
344,19890511,36,107,0,10033,7,81
344,19890512,87,103,56,9997,6,82
344,19890513,67,109,23,10094,6,78
344,19890514,31,119,0,10240,2,77
344,19890515,31,139,0,10305,1,73
344,19890516,26,146,0,10290,2,73
344,19890517,26,149,0,10283,2,77
344,19890518,26,164,0,10242,2,76
344,19890519,26,191,0,10230,2,66
344,19890520,36,201,0,10226,1,62
344,19890521,41,204,0,10221,1,58
344,19890522,57,189,0,10219,1,40
344,19890523,41,192,0,10207,0,45
344,19890524,31,212,0,10201,0,45
344,19890525,31,196,0,10206,2,56
344,19890526,67,147,0,10243,5,82
344,19890527,57,132,0,10268,1,69
344,19890528,36,129,0,10231,1,75
344,19890529,15,134,0,10184,3,74
344,19890530,62,118,6,10135,6,76
344,19890531,31,95,4,10154,5,73
344,19890601,26,105,17,10125,7,80
344,19890602,31,108,0,10137,3,72
344,19890603,26,105,78,10121,5,83
344,19890604,46,101,150,10110,8,92
344,19890605,51,112,6,10129,6,74
344,19890606,36,119,24,10089,6,76
344,19890607,26,103,101,10101,8,94
344,19890608,36,117,28,10161,7,84
344,19890609,31,136,18,10185,5,80
344,19890610,21,162,-1,10170,6,72
344,19890611,21,177,0,10224,2,77
344,19890612,41,202,0,10255,0,62
344,19890613,36,207,0,10245,4,53
344,19890614,26,202,0,10230,3,62
344,19890615,26,200,0,10234,3,70
344,19890616,36,186,0,10257,4,72
344,19890617,36,186,0,10263,3,65
344,19890618,41,175,0,10268,2,78
344,19890619,26,215,0,10266,1,67
344,19890620,26,199,0,10239,1,67
344,19890621,46,155,0,10186,4,81
344,19890622,41,155,48,10177,6,90
344,19890623,36,157,0,10192,4,81
344,19890624,21,157,0,10181,3,79
344,19890625,26,179,0,10150,1,69
344,19890626,31,188,0,10117,2,68
344,19890627,57,154,181,10064,7,79
344,19890628,77,149,-1,10133,6,73
344,19890629,46,124,163,10126,7,92
344,19890630,21,147,0,10166,5,67
344,19890701,51,158,127,10093,8,86
344,19890702,62,149,-1,10182,6,86
344,19890703,51,176,0,10260,1,70
344,19890704,51,188,0,10246,1,68
344,19890705,51,221,0,10238,0,72
344,19890706,36,251,0,10194,1,61
344,19890707,41,226,-1,10126,4,73
344,19890708,21,195,10,10137,6,86
344,19890709,41,173,-1,10174,8,89
344,19890710,31,158,0,10233,5,76
344,19890711,26,168,0,10242,2,81
344,19890712,41,167,0,10219,3,81
344,19890713,51,153,0,10198,4,79
344,19890714,57,141,-1,10221,4,70
344,19890715,57,163,0,10221,5,77
344,19890716,46,151,-1,10253,4,77
344,19890717,31,160,-1,10240,6,84
344,19890718,57,151,1,10222,6,73
344,19890719,21,147,0,10249,3,71
344,19890720,21,182,0,10238,1,71
344,19890721,36,210,0,10218,4,60
344,19890722,31,247,0,10166,4,49
344,19890723,26,220,10,10169,5,77
344,19890724,36,198,0,10203,2,79
344,19890725,26,179,2,10198,7,88
344,19890726,36,189,0,10199,4,85
344,19890727,26,172,0,10224,3,76
344,19890728,36,187,0,10225,4,66
344,19890729,36,196,0,10179,5,70
344,19890730,77,164,89,10077,7,85
344,19890731,62,141,61,10110,6,80
344,19890801,67,144,26,10118,5,75
344,19890802,62,147,-1,10154,5,69
344,19890803,36,170,-1,10156,7,84
344,19890804,21,161,0,10146,3,78
344,19890805,15,172,0,10109,1,75
344,19890806,21,201,0,10084,5,69
344,19890807,21,197,33,10100,5,82
344,19890808,31,177,-1,10149,3,90
344,19890809,46,191,0,10154,4,82
344,19890810,36,192,15,10100,4,77
344,19890811,67,174,16,10056,7,87
344,19890812,57,188,-1,10085,5,79
344,19890813,36,182,0,10098,4,76
344,19890814,57,210,-1,10089,5,65
344,19890815,62,200,38,10109,6,76
344,19890816,31,196,2,10133,6,77
344,19890817,51,182,5,10191,3,76
344,19890818,36,172,0,10252,2,74
344,19890819,21,194,0,10200,3,64
344,19890820,26,212,0,10156,2,65
344,19890821,31,194,0,10201,4,83
344,19890822,36,175,0,10229,4,82
344,19890823,26,164,0,10249,3,76
344,19890824,51,178,-1,10184,4,79
344,19890825,36,155,13,10134,7,83
344,19890826,26,152,149,10097,7,79
344,19890827,62,144,88,10073,7,87
344,19890828,62,147,16,10184,4,72
344,19890829,41,151,1,10196,6,77
344,19890830,36,184,9,10157,8,88
344,19890831,31,165,32,10167,7,87
344,19890901,26,144,0,10204,3,78
344,19890902,31,140,40,10211,5,83
344,19890903,26,127,6,10241,4,84
344,19890904,15,128,-1,10250,5,83
344,19890905,21,144,-1,10265,4,81
344,19890906,26,157,0,10262,2,84
344,19890907,15,170,0,10220,0,76
344,19890908,26,177,0,10150,0,78
344,19890909,62,179,0,10123,3,86
344,19890910,41,170,0,10152,6,87
344,19890911,36,174,0,10169,5,83
344,19890912,26,176,15,10164,7,84
344,19890913,26,163,244,10109,8,95
344,19890914,57,144,32,10112,6,78
344,19890915,57,170,45,10067,8,91
344,19890916,67,191,41,10107,7,90
344,19890917,46,190,0,10118,3,85
344,19890918,36,207,-1,10129,2,80
344,19890919,41,171,25,10170,4,87
344,19890920,36,171,0,10248,2,78
344,19890921,26,187,0,10195,1,84
344,19890922,41,193,0,10139,3,82
344,19890923,41,153,-1,10194,7,79
344,19890924,15,140,0,10229,5,83
344,19890925,21,137,0,10217,3,87
344,19890926,26,142,0,10206,5,86
344,19890927,10,117,-1,10217,6,88
344,19890928,31,132,18,10284,7,86
344,19890929,26,127,14,10303,7,90
344,19890930,36,143,4,10295,7,90
344,19891001,26,136,1,10291,8,85
344,19891002,41,134,-1,10260,8,82
344,19891003,26,117,7,10259,4,83
344,19891004,26,97,0,10264,2,75
344,19891005,36,132,8,10209,2,74
344,19891006,62,130,143,10172,6,85
344,19891007,57,115,86,10111,6,83
344,19891008,46,119,2,10147,5,82
344,19891009,31,112,40,10173,7,90
344,19891010,31,111,4,10192,7,83
344,19891011,46,125,9,10177,6,84
344,19891012,57,143,-1,10176,7,91
344,19891013,62,139,33,10122,7,88
344,19891014,67,111,92,10115,6,78
344,19891015,36,105,51,10226,5,82
344,19891016,62,132,0,10256,6,84
344,19891017,31,127,0,10266,2,83
344,19891018,26,130,0,10201,3,83
344,19891019,41,146,0,10114,4,86
344,19891020,87,138,73,10050,5,80
344,19891021,108,173,25,10078,7,80
344,19891022,72,176,-1,10138,4,73
344,19891023,31,154,85,10175,8,92
344,19891024,51,137,2,10209,3,82
344,19891025,51,131,0,10197,4,89
344,19891026,36,134,4,10192,7,93
344,19891027,46,140,0,10114,5,84
344,19891028,72,130,5,10029,4,71
344,19891029,98,116,169,10053,8,86
344,19891030,93,141,46,10124,7,83
344,19891031,41,117,86,10169,7,93
344,19891101,21,116,2,10166,7,90
344,19891102,57,127,18,10092,7,87
344,19891103,62,104,-1,10078,4,86
344,19891104,67,92,31,9990,7,92
344,19891105,36,69,36,9965,5,92
344,19891106,15,61,-1,10063,5,97
344,19891107,41,69,-1,10110,4,88
344,19891108,82,93,86,10036,8,88
344,19891109,72,89,31,10154,5,80
344,19891110,82,98,40,10153,7,90
344,19891111,51,96,0,10204,5,80
344,19891112,21,70,0,10252,3,87
344,19891113,10,46,0,10290,3,94
344,19891114,15,59,0,10288,5,100
344,19891115,26,84,0,10280,5,83
344,19891116,46,43,0,10253,0,83
344,19891117,62,36,0,10174,0,72
344,19891118,46,34,0,10151,1,67
344,19891119,26,42,0,10145,1,76
344,19891120,31,63,0,10141,4,81
344,19891121,31,72,1,10099,6,86
344,19891122,41,49,6,10121,4,82
344,19891123,31,42,58,10138,5,92
344,19891124,41,51,56,10110,6,86
344,19891125,31,-1,1,10236,3,76
344,19891126,67,66,-1,10200,7,79
344,19891127,46,84,2,10185,8,88
344,19891128,26,59,-1,10257,3,80
344,19891129,21,-6,0,10308,0,90
344,19891130,21,-25,0,10316,1,94
344,19891201,21,-15,0,10370,1,86
344,19891202,15,-13,0,10393,0,81
344,19891203,10,-29,0,10366,0,90
344,19891204,15,5,-1,10338,5,95
344,19891205,15,40,-1,10313,5,95
344,19891206,26,71,-1,10260,8,96
344,19891207,21,61,0,10245,7,87
344,19891208,10,41,-1,10219,7,91
344,19891209,21,38,-1,10207,4,94
344,19891210,21,24,4,10209,7,93
344,19891211,31,38,2,10141,7,93
344,19891212,46,32,38,10007,8,95
344,19891213,36,60,165,9912,8,98
344,19891214,93,103,175,9858,7,87
344,19891215,62,67,7,9898,7,86
344,19891216,57,93,128,9846,8,90
344,19891217,113,113,5,9802,5,78
344,19891218,72,99,40,9876,6,88
344,19891219,72,68,76,9994,7,92
344,19891220,82,101,140,9994,8,94
344,19891221,103,127,-1,9994,6,79
344,19891222,62,90,42,10021,6,87
344,19891223,72,67,30,10130,6,85
344,19891224,82,95,30,10117,7,79
344,19891225,62,96,-1,10101,7,73
344,19891226,21,60,0,10145,7,82
344,19891227,15,11,0,10133,6,97
344,19891228,31,16,-1,10196,8,94
344,19891229,36,8,-1,10223,8,93
344,19891230,31,2,-1,10224,8,94
344,19891231,21,11,-1,10212,8,93
344,19900101,21,17,0,10196,8,87
344,19900102,26,17,-1,10219,8,97
344,19900103,51,19,0,10219,8,97
344,19900104,46,11,-1,10222,7,95
344,19900105,41,40,-1,10245,8,95
344,19900106,51,48,-1,10241,8,94
344,19900107,51,64,3,10273,8,95
344,19900108,41,61,8,10323,7,98
344,19900109,41,77,9,10339,8,99
344,19900110,67,68,10,10300,8,97
344,19900111,77,73,2,10281,7,92
344,19900112,51,30,0,10273,7,93
344,19900113,31,27,16,10262,6,98
344,19900114,36,15,-1,10244,7,99
344,19900115,87,84,36,10199,8,95
344,19900116,87,105,-1,10210,8,88
344,19900117,93,82,4,10196,5,75
344,19900118,51,54,0,10259,2,83
344,19900119,87,62,28,10225,8,88
344,19900120,67,81,2,10252,6,88
344,19900121,72,97,-1,10292,7,90
344,19900122,77,88,6,10257,7,89
344,19900123,93,89,218,10090,8,91
344,19900124,87,58,36,10045,5,77
344,19900125,134,85,119,9869,7,81
344,19900126,103,59,26,9944,6,76
344,19900127,82,62,1,9998,6,83
344,19900128,103,74,29,9935,6,76
344,19900129,77,64,4,10018,6,82
344,19900130,93,87,5,9976,6,78
344,19900131,103,107,6,9960,7,70
344,19900201,82,87,4,10030,5,78
344,19900202,103,74,48,10035,5,81
344,19900203,82,72,114,10057,6,86
344,19900204,77,73,0,10233,4,80
344,19900205,62,85,0,10221,3,68
344,19900206,67,92,-1,10125,4,75
344,19900207,123,112,29,10041,7,83
344,19900208,123,94,123,10112,6,76
344,19900209,67,77,0,10258,4,80
344,19900210,72,67,49,10059,7,81
344,19900211,103,61,45,9931,7,79
344,19900212,113,56,56,9820,7,74
344,19900213,82,60,78,9894,6,80
344,19900214,103,70,-1,9906,7,74
344,19900215,82,41,94,9973,6,83
344,19900216,41,31,0,10101,2,79
344,19900217,57,59,6,10105,6,89
344,19900218,36,74,62,10117,6,95
344,19900219,67,107,0,10135,6,86
344,19900220,77,139,0,10203,7,77
344,19900221,77,103,-1,10270,3,79
344,19900222,36,94,0,10377,2,72
344,19900223,31,98,0,10315,0,75
344,19900224,77,125,0,10201,4,78
344,19900225,87,94,40,10088,5,83
344,19900226,154,85,132,9898,7,79
344,19900227,154,62,74,9899,7,71
344,19900228,129,70,156,9920,7,81
344,19900301,108,42,119,10030,6,82
344,19900302,72,33,40,10270,5,79
344,19900303,51,59,-1,10404,5,85
344,19900304,87,80,-1,10374,8,76
344,19900305,98,82,-1,10279,7,82
344,19900306,103,90,-1,10189,7,83
344,19900307,82,100,-1,10204,7,84
344,19900308,57,94,0,10173,5,79
344,19900309,98,83,-1,10212,7,70
344,19900310,87,99,16,10265,7,90
344,19900311,87,102,0,10257,6,88
344,19900312,36,67,0,10267,2,87
344,19900313,36,74,7,10247,6,83
344,19900314,41,87,0,10307,4,82
344,19900315,36,86,0,10349,2,78
344,19900316,31,107,0,10334,0,71
344,19900317,31,139,0,10308,0,65
344,19900318,41,150,0,10290,0,57
344,19900319,77,134,37,10262,6,70
344,19900320,36,106,15,10223,5,85
344,19900321,93,123,-1,10166,7,87
344,19900322,62,99,-1,10191,7,82
344,19900323,77,90,0,10222,5,78
344,19900324,93,89,40,10159,6,77
344,19900325,87,57,60,10209,5,81
344,19900326,67,64,4,10254,5,85
344,19900327,26,50,0,10256,3,84
344,19900328,31,55,0,10262,3,80
344,19900329,21,54,0,10330,2,82
344,19900330,21,85,0,10359,3,82
344,19900331,31,107,0,10343,0,81
344,19900401,31,132,0,10203,0,70
344,19900402,67,127,18,10032,5,71
344,19900403,77,62,52,10022,6,75
344,19900404,46,36,7,10152,4,75
344,19900405,21,30,8,10199,3,77
344,19900406,36,55,0,10150,0,60
344,19900407,62,66,0,10164,0,65
344,19900408,62,65,0,10231,1,55
344,19900409,36,37,0,10196,0,61
344,19900410,62,68,43,10108,6,83
344,19900411,62,85,-1,10127,5,79
344,19900412,36,97,-1,10153,6,88
344,19900413,51,107,36,10082,7,81
344,19900414,67,84,35,10077,5,74
344,19900415,77,72,200,10039,7,84
344,19900416,62,78,8,10132,6,76
344,19900417,57,68,20,10150,4,75
344,19900418,41,53,40,10163,5,86
344,19900419,51,50,28,10098,6,89
344,19900420,46,78,20,10116,6,92
344,19900421,46,122,-1,10111,2,82
344,19900422,41,137,6,10111,3,74
344,19900423,51,125,0,10130,2,76
344,19900424,46,122,0,10153,3,73
344,19900425,36,109,0,10203,1,73
344,19900426,57,110,24,10186,6,79
344,19900427,57,79,10,10229,6,78
344,19900428,26,81,0,10295,3,72
344,19900429,31,121,0,10291,4,74
344,19900430,26,148,0,10303,1,76
344,19900501,36,155,0,10327,0,76
344,19900502,36,189,0,10328,0,65
344,19900503,41,193,0,10305,1,52
344,19900504,36,190,0,10259,0,54
344,19900505,15,187,0,10208,1,62
344,19900506,15,189,0,10156,2,68
344,19900507,31,112,0,10151,3,89
344,19900508,21,134,0,10172,2,80
344,19900509,31,139,-1,10152,4,81
344,19900510,36,119,4,10130,4,75
344,19900511,46,107,94,10099,6,84
344,19900512,36,105,124,10080,7,89
344,19900513,46,113,-1,10134,7,88
344,19900514,36,113,0,10173,4,79
344,19900515,31,141,59,10169,6,81
344,19900516,57,147,0,10172,4,78
344,19900517,41,134,0,10198,2,80
344,19900518,31,107,0,10238,6,69
344,19900519,31,122,0,10240,6,66
344,19900520,26,156,0,10193,1,64
344,19900521,46,145,0,10166,5,68
344,19900522,41,129,0,10186,1,67
344,19900523,26,125,0,10185,1,68
344,19900524,41,117,0,10200,2,76
344,19900525,46,99,0,10252,3,67
344,19900526,26,100,0,10286,2,70
344,19900527,26,111,0,10289,3,70
344,19900528,31,103,0,10302,3,70
344,19900529,21,125,0,10265,2,69
344,19900530,26,153,0,10210,3,59
344,19900531,26,158,0,10207,4,73
344,19900601,31,194,8,10136,6,63
344,19900602,72,142,80,10070,7,82
344,19900603,57,142,116,10047,7,86
344,19900604,72,119,37,10063,6,84
344,19900605,26,136,0,10114,5,81
344,19900606,46,137,42,10097,8,84
344,19900607,31,135,24,10058,6,78
344,19900608,41,130,-1,10070,5,76
344,19900609,26,121,4,10113,7,83
344,19900610,41,125,-1,10163,8,91
344,19900611,31,124,-1,10194,8,85
344,19900612,26,120,-1,10198,7,83
344,19900613,31,125,6,10210,7,85
344,19900614,21,118,-1,10206,7,81
344,19900615,21,124,0,10208,7,74
344,19900616,21,131,0,10193,4,77
344,19900617,15,145,0,10145,3,80
344,19900618,21,164,0,10112,6,82
344,19900619,31,170,-1,10112,7,83
344,19900620,26,158,50,10109,6,83
344,19900621,72,147,20,10053,6,79
344,19900622,82,135,54,10012,7,84
344,19900623,77,150,4,10129,5,79
344,19900624,51,165,0,10208,5,77
344,19900625,57,171,-1,10226,6,86
344,19900626,21,189,0,10195,5,85
344,19900627,31,196,8,10126,6,84
344,19900628,51,157,0,10161,4,81
344,19900629,21,175,0,10166,4,78
344,19900630,36,177,118,10102,4,89
344,19900701,93,150,34,10075,7,84
344,19900702,57,142,6,10120,4,73
344,19900703,31,132,2,10149,3,80
344,19900704,62,141,6,10109,6,80
344,19900705,87,142,107,9996,7,88
344,19900706,72,139,53,10153,6,82
344,19900707,57,148,32,10166,8,97
344,19900708,82,169,-1,10127,6,93
344,19900709,82,153,14,10133,6,79
344,19900710,72,140,50,10219,5,83
344,19900711,46,168,0,10285,2,72
344,19900712,31,180,0,10262,3,77
344,19900713,41,162,0,10238,1,74
344,19900714,36,161,0,10218,1,69
344,19900715,21,191,0,10199,2,65
344,19900716,36,191,0,10211,6,73
344,19900717,51,157,0,10266,5,75
344,19900718,36,148,0,10273,4,78
344,19900719,26,169,0,10243,1,73
344,19900720,15,196,0,10234,0,72
344,19900721,31,196,0,10242,0,72
344,19900722,41,162,0,10266,1,71
344,19900723,36,141,0,10258,3,73
344,19900724,31,148,0,10245,6,71
344,19900725,21,155,0,10225,7,70
344,19900726,36,188,0,10180,2,75
344,19900727,41,226,-1,10144,5,59
344,19900728,26,201,16,10164,6,77
344,19900729,26,189,0,10214,4,79
344,19900730,31,211,2,10228,3,64
344,19900731,26,206,-1,10251,2,79
344,19900801,21,212,0,10269,1,72
344,19900802,26,228,0,10250,1,63
344,19900803,15,245,0,10227,0,65
344,19900804,26,238,0,10191,2,71
344,19900805,41,172,0,10177,4,81
344,19900806,51,152,8,10189,6,78
344,19900807,31,145,12,10240,4,81
344,19900808,31,157,-1,10252,3,80
344,19900809,41,196,-1,10228,4,76
344,19900810,31,194,-1,10220,5,77
344,19900811,36,202,0,10180,4,71
344,19900812,21,209,-1,10138,5,68
344,19900813,36,203,0,10117,2,73
344,19900814,41,196,0,10123,3,77
344,19900815,72,195,7,10093,6,79
344,19900816,77,173,3,10093,5,70
344,19900817,72,158,25,10172,6,74
344,19900818,41,141,262,10171,5,91
344,19900819,51,155,75,10159,7,92
344,19900820,82,164,101,10127,7,77
344,19900821,72,147,-1,10205,5,78
344,19900822,31,172,0,10250,5,87
344,19900823,21,185,0,10262,3,86
344,19900824,31,200,0,10192,1,77
344,19900825,26,185,0,10164,1,88
344,19900826,15,174,0,10196,1,86
344,19900827,15,186,0,10190,2,83
344,19900828,15,204,0,10188,2,79
344,19900829,31,235,0,10142,1,69
344,19900830,36,167,10,10150,6,87
344,19900831,21,156,-1,10162,7,86
344,19900901,36,166,20,10179,7,92
344,19900902,31,182,4,10201,7,87
344,19900903,41,196,-1,10165,5,80
344,19900904,46,154,69,10128,4,82
344,19900905,36,147,3,10131,6,76
344,19900906,62,152,33,10092,7,78
344,19900907,51,136,56,10081,6,87
344,19900908,41,141,45,10208,5,85
344,19900909,31,137,0,10278,5,83
344,19900910,46,144,21,10246,7,90
344,19900911,15,140,0,10256,3,86
344,19900912,15,138,18,10273,5,91
344,19900913,15,133,0,10260,2,82
344,19900914,21,131,0,10266,2,83
344,19900915,26,133,0,10287,6,77
344,19900916,10,130,0,10254,6,78
344,19900917,31,126,54,10180,7,86
344,19900918,57,136,9,10185,6,88
344,19900919,98,145,90,10073,6,76
344,19900920,82,117,24,10073,7,76
344,19900921,103,114,119,9993,6,73
344,19900922,41,114,2,9998,7,86
344,19900923,46,120,46,10002,6,93
344,19900924,77,114,177,10028,6,85
344,19900925,57,119,173,10094,6,91
344,19900926,31,110,-1,10238,6,87
344,19900927,26,108,6,10277,6,83
344,19900928,51,128,-1,10236,3,83
344,19900929,41,132,66,10147,6,78
344,19900930,51,165,43,10057,8,97
344,19901001,31,136,0,10161,6,88
344,19901002,41,137,0,10177,6,85
344,19901003,57,147,34,10075,7,90
344,19901004,57,122,0,10169,4,79
344,19901005,87,139,46,10175,7,93
344,19901006,103,159,-1,10072,7,84
344,19901007,67,113,12,10120,5,79
344,19901008,36,92,30,10247,5,83
344,19901009,67,109,0,10234,6,84
344,19901010,57,141,0,10212,7,91
344,19901011,46,135,-1,10190,6,87
344,19901012,36,150,0,10170,0,76
344,19901013,31,182,0,10155,2,75
344,19901014,31,166,-1,10180,4,88
344,19901015,46,187,0,10090,6,80
344,19901016,41,143,-1,10144,4,85
344,19901017,26,133,20,10107,6,98
344,19901018,36,149,10,10069,7,96
344,19901019,26,146,-1,10103,7,94
344,19901020,31,137,0,10165,7,92
344,19901021,57,94,0,10220,4,81
344,19901022,62,73,0,10213,1,67
344,19901023,36,81,0,10150,1,67
344,19901024,26,107,0,10112,2,84
344,19901025,31,118,14,10082,6,96
344,19901026,62,106,24,10004,5,93
344,19901027,72,95,2,9978,5,92
344,19901028,67,101,174,9827,7,97
344,19901029,62,87,62,9815,5,82
