# STN,YYYYMMDD,   FG,   TG,   RH,   PG,   NG,   UG
370,19951225,36,-12,2,9965,5,99
370,19951226,36,-5,4,10043,4,96
370,19951227,10,-48,0,10165,0,93
370,19951228,15,-62,0,10189,0,87
370,19951229,31,-45,0,10187,1,61
370,19951230,46,-39,-1,10030,5,63
370,19951231,26,-1,25,9964,8,98
370,19960101,21,10,0,10027,7,100
370,19960102,26,-3,0,10123,6,93
370,19960103,15,-2,-1,10234,8,91
370,19960104,36,6,-1,10161,6,88
370,19960105,46,-4,0,10039,5,68
370,19960106,46,-22,-1,9983,6,72
370,19960107,41,46,56,9966,6,97
370,19960108,41,54,0,10093,4,94
370,19960109,41,57,7,10039,7,88
370,19960110,21,64,10,10074,7,97
370,19960111,46,69,-1,10012,7,90
370,19960112,41,90,-1,10026,6,87
370,19960113,41,80,0,10145,4,88
370,19960114,26,47,0,10204,2,91
370,19960115,26,29,0,10255,2,92
370,19960116,21,16,0,10296,5,99
370,19960117,26,6,0,10281,7,100
370,19960118,26,-10,-1,10236,8,100
370,19960119,26,-11,0,10182,8,99
370,19960120,62,-7,0,10150,7,78
370,19960121,51,5,0,10179,7,69
370,19960122,51,7,0,10166,4,68
370,19960123,51,-25,0,10118,5,69
370,19960124,57,-16,-1,10114,6,67
370,19960125,72,-68,0,10146,8,54
370,19960126,62,-84,-1,10147,8,69
370,19960127,41,-44,-1,10191,7,80
370,19960128,57,-42,0,10224,4,70
370,19960129,46,-21,0,10204,4,76
370,19960130,41,-6,0,10248,1,74
370,19960131,41,-18,0,10257,0,68
370,19960201,26,-15,0,10187,0,61
370,19960202,15,-5,2,10121,6,83
370,19960203,21,-10,1,10153,7,90
370,19960204,21,-16,-1,10190,6,86
370,19960205,26,-14,-1,10136,4,74
370,19960206,51,-33,0,10002,3,72
370,19960207,36,-35,0,9978,7,67
370,19960208,21,-47,0,10109,7,64
370,19960209,31,-6,0,10164,8,66
370,19960210,51,35,4,10083,7,82
370,19960211,57,43,44,10080,7,94
370,19960212,57,38,177,9919,8,94
370,19960213,57,9,23,10031,8,96
370,19960214,51,-1,-1,10290,8,87
370,19960215,36,2,-1,10331,8,84
370,19960216,57,52,25,10199,7,94
370,19960217,67,54,4,10152,7,78
370,19960218,67,43,92,9953,7,94
370,19960219,51,6,10,9950,8,94
370,19960220,87,-26,3,10164,8,82
370,19960221,51,-45,0,10217,3,74
370,19960222,21,-22,-1,10192,6,87
370,19960223,41,-4,-1,10156,7,82
370,19960224,67,32,13,10075,7,85
370,19960225,67,85,3,10024,8,75
370,19960226,21,51,33,10107,7,94
370,19960227,15,39,6,10206,7,92
370,19960228,41,37,25,10254,6,96
370,19960229,31,33,-1,10305,7,89
370,19960301,36,27,3,10278,6,91
370,19960302,21,5,1,10252,5,84
370,19960303,15,10,-1,10213,5,88
370,19960304,26,4,13,10201,7,99
370,19960305,26,26,4,10233,8,96
370,19960306,26,41,8,10243,7,95
370,19960307,57,34,-1,10199,6,79
370,19960308,46,41,0,10228,0,64
370,19960309,41,41,0,10238,0,61
370,19960310,41,27,0,10276,0,60
370,19960311,46,-12,0,10219,2,64
370,19960312,41,-22,0,10180,1,61
370,19960313,46,-17,0,10131,1,67
370,19960314,51,16,0,10096,2,59
370,19960315,41,34,0,10094,4,67
370,19960316,31,46,0,10094,5,77
370,19960317,15,50,0,10160,8,86
370,19960318,15,49,0,10184,8,86
370,19960319,10,52,0,10160,7,85
370,19960320,15,61,0,10103,3,76
370,19960321,26,76,28,10094,6,92
370,19960322,21,73,17,10139,8,97
370,19960323,21,92,7,10166,8,99
370,19960324,31,69,0,10221,6,94
370,19960325,41,81,0,10179,5,78
370,19960326,57,40,0,10146,7,82
370,19960327,41,18,0,10226,1,53
370,19960328,36,23,15,10144,6,73
370,19960329,31,23,47,10128,4,93
370,19960330,36,15,9,10145,3,84
370,19960331,21,4,39,10151,5,93
370,19960401,26,8,0,10140,1,72
370,19960402,26,6,-1,10200,2,76
370,19960403,46,26,0,10282,1,69
370,19960404,41,44,0,10286,3,67
370,19960405,51,67,0,10214,4,65
370,19960406,21,88,0,10169,5,68
370,19960407,26,72,0,10204,4,81
370,19960408,15,68,0,10266,6,84
370,19960409,12,86,0,10257,6,79
370,19960410,15,115,-1,10182,7,75
370,19960411,31,83,28,10158,8,96
370,19960412,57,39,0,10184,6,59
370,19960413,36,57,0,10210,4,59
370,19960414,26,77,0,10247,1,57
370,19960415,15,91,0,10261,2,52
370,19960416,26,123,0,10166,3,44
370,19960417,36,135,0,10100,5,47
370,19960418,41,114,0,10180,4,70
370,19960419,31,147,0,10174,5,58
370,19960420,31,169,0,10116,6,47
370,19960421,46,178,0,10085,3,37
370,19960422,41,192,0,10072,4,43
370,19960423,62,161,-1,10076,6,61
370,19960424,31,106,-1,10183,5,77
370,19960425,31,97,-1,10242,2,73
370,19960426,31,115,0,10221,4,73
370,19960427,15,136,0,10160,2,73
370,19960428,41,125,0,10113,4,69
370,19960429,15,73,0,10092,4,71
370,19960430,10,97,0,10041,5,58
370,19960501,21,117,10,10006,7,73
370,19960502,15,111,1,9973,7,89
370,19960503,31,103,29,10005,6,82
370,19960504,41,66,34,10135,6,77
370,19960505,21,60,0,10192,4,67
370,19960506,31,82,0,10169,5,62
370,19960507,67,115,1,10163,3,56
370,19960508,57,88,2,10191,6,68
370,19960509,67,88,-1,10184,4,64
370,19960510,31,71,-1,10142,8,77
370,19960511,26,85,0,10156,8,80
370,19960512,41,91,-1,10195,8,84
370,19960513,31,85,-1,10232,8,87
370,19960514,36,100,-1,10201,8,84
370,19960515,57,88,3,10179,7,71
370,19960516,46,76,32,10130,6,69
370,19960517,41,112,2,10050,8,88
370,19960518,31,129,6,10027,7,89
370,19960519,36,127,3,10054,5,71
370,19960520,26,110,0,10149,3,65
370,19960521,26,106,10,10192,5,81
370,19960522,46,111,10,10208,6,78
370,19960523,62,131,16,10155,7,86
370,19960524,51,154,22,10103,7,85
370,19960525,41,125,274,10080,7,92
370,19960526,51,129,17,10115,6,84
370,19960527,57,113,49,10097,7,92
370,19960528,31,108,0,10243,5,70
370,19960529,46,171,4,10213,6,73
370,19960530,31,209,0,10172,6,67
370,19960531,41,179,-1,10180,4,66
370,19960601,31,135,23,10208,6,76
370,19960602,15,141,0,10188,6,69
370,19960603,15,156,0,10212,2,66
370,19960604,21,177,0,10274,4,63
370,19960605,31,222,0,10252,1,53
370,19960606,21,233,0,10193,4,58
370,19960607,31,253,0,10169,3,61
370,19960608,31,216,141,10163,5,80
370,19960609,31,159,-1,10216,6,87
370,19960610,26,210,0,10212,2,70
370,19960611,31,214,0,10221,2,71
370,19960612,46,162,-1,10278,4,71
370,19960613,36,138,0,10335,2,65
370,19960614,31,124,0,10328,3,74
370,19960615,36,152,0,10294,3,60
370,19960616,26,168,0,10253,4,64
370,19960617,21,192,0,10184,5,61
370,19960618,41,165,0,10132,5,66
370,19960619,36,128,13,10132,7,74
370,19960620,31,118,2,10080,7,80
370,19960621,41,117,0,10091,6,70
370,19960622,46,121,33,10155,6,81
370,19960623,36,121,0,10232,7,80
370,19960624,31,116,6,10248,7,88
370,19960625,10,132,0,10250,8,85
370,19960626,15,172,0,10218,6,69
370,19960627,21,156,2,10225,6,85
370,19960628,36,176,11,10170,7,75
370,19960629,57,132,76,10113,8,91
370,19960630,62,148,11,10114,7,84
370,19960701,42,131,152,10049,7,90
370,19960702,47,140,14,10079,6,81
370,19960703,55,167,52,10076,6,74
370,19960704,65,166,21,10064,6,76
370,19960705,30,144,18,10070,7,85
370,19960706,35,127,9,10071,5,90
370,19960707,28,143,0,10088,4,73
370,19960708,53,128,0,10167,4,77
370,19960709,37,137,10,10212,6,85
370,19960710,41,143,7,10217,7,90
370,19960711,32,182,0,10214,5,82
370,19960712,27,173,0,10181,5,88
370,19960713,44,186,0,10203,5,80
370,19960714,34,185,0,10254,7,87
370,19960715,44,170,0,10285,3,73
370,19960716,44,145,0,10309,4,72
370,19960717,41,155,0,10281,4,71
370,19960718,35,139,0,10261,2,75
370,19960719,25,165,0,10266,4,64
370,19960720,20,194,0,10246,2,54
370,19960721,22,207,0,10224,3,52
370,19960722,34,228,0,10192,2,46
370,19960723,48,214,6,10095,3,65
370,19960724,56,159,71,10110,7,89
370,19960725,51,160,25,10195,7,89
370,19960726,18,180,0,10221,4,74
370,19960727,27,178,-1,10185,6,81
370,19960728,23,179,0,10185,4,66
370,19960729,25,182,-1,10147,6,77
370,19960730,34,173,9,10151,6,90
370,19960731,47,179,-1,10156,7,84
370,19960801,39,166,0,10162,5,78
370,19960802,29,157,-1,10220,4,81
370,19960803,22,152,0,10270,4,75
370,19960804,34,182,0,10238,1,61
370,19960805,46,200,0,10160,0,51
370,19960806,45,183,47,10117,6,77
370,19960807,40,149,0,10168,5,85
370,19960808,22,179,0,10164,4,68
370,19960809,26,216,0,10130,6,59
370,19960810,28,208,10,10080,7,67
370,19960811,31,184,80,10055,6,87
370,19960812,24,157,177,10085,8,99
370,19960813,45,181,352,10067,6,92
370,19960814,34,184,-1,10146,6,89
370,19960815,38,178,-1,10197,6,87
370,19960816,17,163,0,10225,6,86
370,19960817,16,174,0,10228,1,79
370,19960818,21,201,0,10211,1,74
370,19960819,44,234,0,10165,0,58
370,19960820,39,233,7,10117,2,63
370,19960821,23,180,44,10119,6,94
370,19960822,18,179,0,10132,3,78
370,19960823,41,184,40,10095,5,84
370,19960824,47,156,68,10085,4,89
370,19960825,50,157,6,10110,4,85
370,19960826,28,157,-1,10144,4,83
370,19960827,21,151,-1,10161,6,87
370,19960828,34,141,471,10113,8,99
370,19960829,81,144,209,10000,8,97
370,19960830,48,151,64,10141,6,93
370,19960831,39,135,3,10245,4,84
370,19960901,23,130,3,10277,5,90
370,19960902,16,133,0,10269,3,83
370,19960903,38,146,0,10242,2,79
370,19960904,42,143,0,10220,5,87
370,19960905,43,146,0,10209,1,76
370,19960906,30,131,0,10210,2,80
370,19960907,24,120,0,10251,1,76
370,19960908,20,115,0,10248,3,83
370,19960909,19,130,0,10223,3,85
370,19960910,27,130,7,10191,7,91
370,19960911,25,121,3,10152,7,89
370,19960912,54,123,67,10049,6,86
370,19960913,53,116,2,10097,5,86
370,19960914,39,131,8,10202,6,88
370,19960915,23,127,-1,10242,5,87
370,19960916,27,117,0,10242,1,78
370,19960917,44,113,0,10197,1,72
370,19960918,63,113,0,10165,4,77
370,19960919,63,120,0,10105,5,78
370,19960920,48,122,0,10073,4,79
370,19960921,53,101,-1,10076,8,83
370,19960922,37,94,10,10098,8,97
370,19960923,18,102,9,10094,8,99
370,19960924,13,113,3,10104,6,93
370,19960925,16,126,0,10114,4,86
370,19960926,38,139,1,10146,4,82
370,19960927,48,144,73,10109,6,89
370,19960928,45,130,1,10215,6,92
370,19960929,78,155,4,10155,8,85
370,19960930,42,153,90,10097,8,97
370,19961001,32,100,102,10062,7,99
370,19961002,22,87,-1,10177,2,93
370,19961003,45,112,0,10224,3,85
370,19961004,51,119,11,10149,3,82
370,19961005,29,86,4,10143,4,94
370,19961006,11,83,0,10229,2,90
370,19961007,15,83,0,10227,1,87
370,19961008,11,86,0,10209,4,91
370,19961009,15,109,0,10199,7,97
370,19961010,19,107,17,10242,7,99
370,19961011,15,100,0,10210,7,98
370,19961012,28,102,0,10138,4,95
370,19961013,33,123,0,10103,1,86
370,19961014,28,148,0,10081,4,81
370,19961015,30,129,2,10074,7,92
370,19961016,22,89,0,10095,6,93
370,19961017,19,81,-1,10097,5,92
370,19961018,45,90,3,10109,4,89
370,19961019,47,113,-1,10162,5,89
370,19961020,47,131,115,10184,8,98
370,19961021,46,126,57,10185,6,92
370,19961022,17,85,0,10265,3,96
370,19961023,33,98,0,10253,3,82
370,19961024,33,97,0,10212,4,78
370,19961025,33,106,-1,10193,5,91
370,19961026,43,107,5,10224,5,93
370,19961027,70,107,39,10155,7,94
370,19961028,74,136,3,10037,6,86
370,19961029,84,106,101,10045,7,86
370,19961030,50,84,0,10242,6,83
370,19961031,69,94,105,10178,8,89
370,19961101,48,111,25,10205,5,92
370,19961102,80,134,1,10228,8,94
370,19961103,82,136,11,10180,8,94
370,19961104,76,126,39,10055,8,95
370,19961105,81,97,51,10069,5,87
370,19961106,102,115,41,10057,4,79
370,19961107,64,89,113,10073,6,95
370,19961108,36,66,-1,10224,3,88
370,19961109,54,75,24,10235,4,88
370,19961110,45,74,80,10108,8,94
370,19961111,33,71,77,9974,7,95
370,19961112,26,85,9,9988,7,95
370,19961113,36,57,18,10115,5,90
370,19961114,23,26,0,10229,2,90
370,19961115,27,1,0,10251,0,92
370,19961116,13,4,0,10239,5,94
370,19961117,33,8,0,10112,7,95
370,19961118,26,32,55,10017,8,96
370,19961119,55,30,40,9902,6,91
370,19961120,52,56,25,9812,7,89
370,19961121,53,19,27,10035,4,95
370,19961122,59,22,0,10106,3,88
370,19961123,40,5,42,10112,6,96
370,19961124,50,20,23,10183,7,95
370,19961125,57,42,73,9974,8,96
370,19961126,35,37,5,10052,6,94
370,19961127,27,3,0,10103,6,94
370,19961128,27,9,0,10159,6,97
370,19961129,59,34,126,10010,7,96
370,19961130,42,33,40,10016,4,95
370,19961201,50,38,7,10135,6,92
370,19961202,65,66,9,10102,6,82
370,19961203,69,55,170,10029,7,94
370,19961204,46,64,-1,10052,5,88
370,19961205,19,53,15,10146,8,94
370,19961206,34,56,8,10198,8,96
370,19961207,27,48,0,10251,7,97
370,19961208,26,12,0,10267,6,96
370,19961209,30,0,0,10217,8,89
370,19961210,29,1,0,10185,8,90
370,19961211,20,-7,-1,10170,8,97
370,19961212,13,0,-1,10114,8,97
370,19961213,29,10,0,10052,7,94
370,19961214,32,-11,-1,10096,3,90
370,19961215,58,50,-1,10124,8,91
370,19961216,25,49,-1,10153,8,94
370,19961217,25,33,-1,10119,8,93
370,19961218,25,62,1,10063,8,97
370,19961219,27,78,214,10003,8,99
370,19961220,64,12,11,10062,8,88
370,19961221,61,-27,0,10155,2,71
370,19961222,53,-27,0,10153,4,54
370,19961223,75,-30,0,10080,3,53
370,19961224,63,-47,0,10119,0,68
370,19961225,46,-33,0,10223,5,69
370,19961226,23,-47,0,10406,2,79
370,19961227,32,-49,0,10298,7,64
370,19961228,43,-86,0,10255,2,62
370,19961229,36,-61,15,10172,8,78
370,19961230,64,-19,-1,10087,8,88
370,19961231,64,-109,-1,10186,2,76
370,19970101,47,-127,0,10231,0,78
370,19970102,28,-127,0,10208,2,84
370,19970103,50,-76,0,10120,7,82
370,19970104,57,-46,-1,10074,8,85
370,19970105,36,-40,1,10141,8,83
370,19970106,30,-67,-1,10212,5,85
370,19970107,31,-62,-1,10214,6,85
370,19970108,33,-82,0,10125,4,87
370,19970109,40,-65,0,10096,7,85
370,19970110,23,-35,-1,10202,8,81
370,19970111,27,-43,0,10274,6,85
370,19970112,29,-6,-1,10282,7,86
370,19970113,24,26,-1,10267,4,77
370,19970114,24,7,0,10242,2,76
370,19970115,21,-1,0,10241,0,78
370,19970116,24,-2,0,10211,0,81
370,19970117,37,26,0,10155,3,77
370,19970118,34,44,-1,10175,8,98
370,19970119,27,37,16,10117,8,100
370,19970120,24,26,-1,10222,8,100
370,19970121,38,16,0,10282,5,94
370,19970122,38,54,0,10181,5,87
370,19970123,28,39,0,10225,5,97
370,19970124,15,29,-1,10287,5,98
370,19970125,16,-5,0,10345,6,100
370,19970126,31,5,-1,10317,8,100
370,19970127,19,-17,-1,10320,6,95
370,19970128,15,6,-1,10396,8,100
370,19970129,17,18,-1,10415,8,100
370,19970130,19,23,0,10385,8,96
370,19970131,20,26,1,10350,7,96
370,19970201,24,17,0,10322,6,76
370,19970202,33,-4,-1,10268,6,93
370,19970203,31,11,-1,10275,7,100
370,19970204,79,43,63,10166,8,92
370,19970205,41,38,143,10182,5,94
370,19970206,53,44,0,10294,4,85
370,19970207,48,66,4,10277,7,79
370,19970208,19,52,0,10312,7,99
370,19970209,50,91,0,10255,6,88
370,19970210,76,79,32,10149,6,81
370,19970211,71,58,18,10168,5,78
370,19970212,89,106,94,10048,8,92
370,19970213,95,63,143,9965,7,85
370,19970214,43,33,0,10030,3,85
370,19970215,32,27,0,10173,4,89
370,19970216,38,34,0,10224,5,85
370,19970217,55,71,9,10168,8,83
370,19970218,90,82,101,10090,6,81
370,19970219,78,58,16,10189,5,77
370,19970220,91,83,6,10189,5,72
370,19970221,88,96,13,10216,8,86
370,19970222,50,98,-1,10256,6,87
370,19970223,56,93,0,10119,7,83
370,19970224,83,99,116,9973,7,86
370,19970225,116,118,38,9937,7,73
370,19970226,90,81,107,10056,6,81
370,19970227,46,75,0,10300,7,78
370,19970228,58,101,-1,10255,6,60
370,19970301,50,101,-1,10242,5,81
370,19970302,64,98,41,10211,6,89
370,19970303,24,80,-1,10321,7,75
370,19970304,35,88,1,10284,7,90
370,19970305,33,88,0,10257,5,88
370,19970306,34,78,5,10316,6,90
370,19970307,27,93,0,10319,5,83
370,19970308,23,96,0,10344,3,82
370,19970309,33,96,0,10347,0,82
370,19970310,20,96,0,10329,0,73
370,19970311,25,49,0,10356,5,97
370,19970312,29,83,0,10290,4,86
370,19970313,44,98,0,10274,5,86
370,19970314,46,90,-1,10209,7,89
370,19970315,46,99,5,10225,8,93
370,19970316,50,107,2,10243,8,90
370,19970317,38,106,0,10254,6,80
370,19970318,50,80,21,10118,7,91
370,19970319,59,66,112,10054,8,88
370,19970320,33,52,2,10180,7,82
370,19970321,47,50,13,10221,4,83
370,19970322,18,37,0,10266,3,74
370,19970323,37,65,18,10107,8,83
370,19970324,12,70,-1,10106,8,93
370,19970325,18,73,16,10161,7,92
370,19970326,65,98,9,10171,8,84
370,19970327,75,125,-1,10156,6,69
370,19970328,73,71,49,10159,5,74
370,19970329,56,70,-1,10225,5,78
370,19970330,29,78,0,10264,4,80
370,19970331,20,77,0,10263,0,76
370,19970401,22,93,0,10226,0,71
370,19970402,15,83,0,10197,1,74
370,19970403,45,72,1,10134,5,81
370,19970404,55,57,-1,10230,4,64
370,19970405,73,89,117,10138,8,88
370,19970406,50,58,0,10273,3,66
370,19970407,30,53,0,10338,1,56
370,19970408,31,84,0,10304,3,45
370,19970409,18,104,0,10291,5,50
370,19970410,20,96,0,10303,5,65
370,19970411,60,67,-1,10248,4,73
370,19970412,50,62,-1,10271,4,71
370,19970413,25,67,-1,10267,4,72
370,19970414,45,84,3,10234,7,78
370,19970415,52,63,-1,10273,5,66
370,19970416,33,59,1,10267,5,83
370,19970417,36,74,0,10244,1,61
370,19970418,30,57,-1,10209,5,81
370,19970419,54,58,-1,10155,6,67
370,19970420,51,43,0,10191,2,54
370,19970421,24,53,0,10159,2,54
370,19970422,35,58,-1,10160,6,69
370,19970423,18,60,0,10196,3,62
370,19970424,55,100,0,10173,5,54
370,19970425,35,107,53,10156,7,70
370,19970426,30,111,19,10115,8,90
370,19970427,28,115,55,10078,7,95
370,19970428,68,115,61,10065,7,93
370,19970429,63,99,73,10094,8,96
370,19970430,33,107,0,10250,5,85
370,19970501,14,121,0,10300,2,77
370,19970502,18,156,0,10252,2,72
370,19970503,23,174,0,10148,5,69
370,19970504,54,156,22,10050,7,85
370,19970505,43,135,78,9917,7,93
370,19970506,55,71,75,9913,7,94
370,19970507,35,58,-1,10022,5,77
370,19970508,62,74,21,10012,6,82
370,19970509,57,97,54,9996,5,82
370,19970510,60,121,10,10079,5,77
370,19970511,61,137,2,10098,7,81
370,19970512,47,124,-1,10193,3,75
370,19970513,28,150,0,10211,3,69
370,19970514,27,114,104,10210,6,96
370,19970515,42,134,0,10211,4,82
370,19970516,30,196,207,10148,6,79
370,19970517,20,214,2,10122,5,73
370,19970518,27,170,78,10112,7,93
370,19970519,25,174,73,10081,4,79
370,19970520,29,142,66,10049,5,91
370,19970521,40,123,221,10058,7,92
370,19970522,43,111,50,10133,7,92
370,19970523,40,111,-1,10205,4,71
370,19970524,38,99,0,10270,2,66
370,19970525,33,124,0,10280,2,62
370,19970526,28,129,0,10239,6,65
370,19970527,48,115,-1,10239,7,75
370,19970528,34,113,0,10283,4,72
370,19970529,29,132,0,10285,5,72
370,19970530,41,146,0,10287,2,63
370,19970531,56,144,0,10259,2,46
370,19970601,81,143,-1,10202,3,55
370,19970602,60,167,0,10165,3,56
370,19970603,31,171,0,10162,1,49
370,19970604,19,179,0,10152,1,57
370,19970605,40,208,0,10085,5,48
370,19970606,23,221,0,10093,6,59
370,19970607,38,213,38,10099,6,78
370,19970608,29,171,188,10146,6,92
370,19970609,30,170,0,10231,2,75
370,19970610,43,209,0,10185,4,61
370,19970611,37,201,73,10088,6,79
370,19970612,36,181,3,10090,6,83
370,19970613,28,182,78,10064,7,87
370,19970614,40,163,57,10086,7,87
370,19970615,31,138,0,10183,5,79
370,19970616,30,145,0,10202,2,70
370,19970617,44,143,0,10197,3,67
370,19970618,20,143,0,10186,4,65
370,19970619,30,161,15,10085,6,69
370,19970620,51,146,24,10028,7,80
370,19970621,52,142,85,9972,7,87
370,19970622,63,137,13,9993,6,84
370,19970623,54,131,13,10057,7,89
370,19970624,42,128,-1,10136,6,75
370,19970625,34,127,32,10075,7,85
370,19970626,27,144,107,9948,7,96
370,19970627,30,148,84,9979,5,88
370,19970628,42,154,3,10060,5,81
370,19970629,33,150,162,10039,7,95
370,19970630,37,144,6,10010,8,96
370,19970701,43,150,2,10073,6,84
370,19970702,42,150,14,10091,6,87
370,19970703,42,150,1,10137,4,82
370,19970704,28,155,68,10179,6,84
370,19970705,30,159,0,10223,6,86
370,19970706,25,141,15,10272,6,95
370,19970707,31,174,-1,10270,5,87
370,19970708,23,168,0,10248,6,86
370,19970709,33,158,-1,10208,6,88
370,19970710,34,174,0,10163,3,84
370,19970711,22,214,0,10143,3,67
370,19970712,27,212,0,10156,4,74
370,19970713,17,203,32,10167,6,84
370,19970714,22,181,53,10190,5,89
370,19970715,26,175,1,10212,5,83
370,19970716,38,183,-1,10174,7,84
370,19970717,30,172,39,10123,7,88
370,19970718,34,164,54,10125,7,94
370,19970719,39,179,64,10212,2,83
370,19970720,28,166,74,10227,6,87
370,19970721,31,178,62,10200,7,93
370,19970722,25,177,-1,10196,6,92
370,19970723,17,184,0,10197,3,79
370,19970724,18,180,2,10144,5,88
370,19970725,48,162,55,10103,6,94
370,19970726,40,185,1,10161,5,80
370,19970727,53,173,2,10178,5,84
370,19970728,31,173,0,10223,4,80
370,19970729,13,187,0,10216,3,73
370,19970730,34,194,-1,10165,5,75
370,19970731,52,152,23,10143,7,92
370,19970801,39,157,81,10133,8,100
370,19970802,27,184,12,10164,7,91
370,19970803,23,177,-1,10181,7,90
370,19970804,42,194,0,10193,4,82
370,19970805,48,193,0,10184,3,76
370,19970806,50,225,0,10155,1,60
370,19970807,45,229,0,10161,1,63
370,19970808,24,231,0,10178,1,63
370,19970809,17,230,0,10193,2,67
370,19970810,30,248,0,10182,1,56
370,19970811,44,258,0,10178,1,45
370,19970812,23,248,0,10207,4,52
370,19970813,25,232,0,10206,4,68
370,19970814,37,193,0,10220,3,82
370,19970815,23,193,0,10217,2,78
370,19970816,20,203,0,10205,2,77
370,19970817,18,222,0,10185,2,73
370,19970818,20,223,0,10184,1,66
370,19970819,35,208,0,10185,1,64
370,19970820,16,207,0,10176,1,76
370,19970821,21,224,0,10180,2,72
370,19970822,24,202,19,10196,8,93
370,19970823,24,235,0,10164,5,83
370,19970824,27,248,4,10128,3,76
370,19970825,27,225,313,10084,4,89
370,19970826,17,193,2,10106,6,91
370,19970827,35,191,36,10047,6,91
370,19970828,38,165,50,10016,6,94
370,19970829,54,151,2,10106,3,83
370,19970830,44,163,34,10133,6,93
370,19970831,34,194,-1,10155,5,83
370,19970901,30,185,74,10173,6,85
370,19970902,17,165,30,10207,5,88
370,19970903,20,167,-1,10207,4,85
370,19970904,29,190,4,10184,6,82
370,19970905,19,166,-1,10193,7,87
370,19970906,35,146,-1,10219,2,84
370,19970907,41,145,53,10242,6,96
370,19970908,44,152,0,10243,4,89
370,19970909,43,148,0,10225,5,81
370,19970910,23,126,0,10243,3,78
370,19970911,31,146,0,10131,5,77
370,19970912,58,167,-1,10063,7,81
370,19970913,58,125,5,10136,3,76
370,19970914,38,116,0,10243,2,79
370,19970915,29,122,0,10253,5,80
370,19970916,30,149,0,10208,5,73
370,19970917,27,159,0,10217,5,79
370,19970918,24,162,0,10223,2,88
370,19970919,43,136,0,10266,4,77
370,19970920,37,104,0,10291,2,74
370,19970921,30,108,0,10262,2,76
370,19970922,29,123,0,10252,1,72
370,19970923,35,128,0,10259,3,82
370,19970924,26,138,0,10270,7,86
370,19970925,34,143,0,10269,1,76
370,19970926,30,147,0,10245,1,79
370,19970927,24,104,0,10188,5,97
370,19970928,12,94,0,10169,5,95
370,19970929,13,118,0,10212,6,93
370,19970930,14,153,4,10232,8,97
370,19971001,42,173,6,10163,7,95
370,19971002,42,131,-1,10161,6,77
370,19971003,24,124,0,10209,7,81
370,19971004,40,134,0,10201,6,80
370,19971005,33,134,0,10157,6,87
370,19971006,31,154,4,10056,4,80
370,19971007,61,162,21,10012,6,81
370,19971008,73,154,69,10046,7,90
370,19971009,89,172,106,10035,7,89
370,19971010,78,145,134,10015,5,80
370,19971011,45,114,51,10023,7,89
370,19971012,32,97,13,10059,5,90
370,19971013,40,81,18,10130,5,92
370,19971014,34,81,1,10194,6,89
370,19971015,32,78,7,10134,8,96
370,19971016,20,75,-1,10155,5,88
370,19971017,36,127,-1,10167,6,88
370,19971018,29,128,0,10202,2,87
370,19971019,16,125,0,10175,1,90
370,19971020,51,93,-1,10179,6,85
370,19971021,47,57,0,10202,3,70
370,19971022,16,28,0,10156,0,82
370,19971023,17,52,0,10166,5,87
370,19971024,25,68,-1,10245,5,83
370,19971025,37,77,1,10267,7,88
370,19971026,15,81,2,10263,7,92
370,19971027,45,44,-1,10301,3,70
370,19971028,37,12,0,10367,0,64
370,19971029,26,17,0,10375,4,61
370,19971030,28,38,0,10333,2,65
370,19971031,40,39,0,10300,0,81
370,19971101,23,14,0,10258,3,94
370,19971102,10,-5,0,10220,8,100
370,19971103,35,54,0,10186,4,90
370,19971104,48,56,8,10099,4,78
370,19971105,44,108,-1,10007,7,91
370,19971106,33,111,57,9891,7,95
370,19971107,67,100,15,9901,6,93
370,19971108,58,97,3,9940,5,83
370,19971109,66,102,10,9920,5,80
370,19971110,60,93,14,9958,5,84
370,19971111,42,68,22,9980,5,93
370,19971112,18,49,0,10012,6,100
370,19971113,26,44,0,10070,6,100
370,19971114,36,60,0,10128,7,94
370,19971115,44,93,12,10156,8,96
370,19971116,32,104,-1,10176,7,96
370,19971117,44,66,0,10182,4,86
370,19971118,55,51,0,10107,3,80
370,19971119,58,36,0,10041,5,71
370,19971120,47,40,71,9989,7,94
370,19971121,29,73,16,10082,6,98
370,19971122,20,48,0,10153,6,97
370,19971123,25,39,-1,10205,8,100
370,19971124,43,31,0,10158,6,91
370,19971125,33,47,0,10079,6,86
370,19971126,30,61,-1,10103,6,84
370,19971127,43,50,54,10128,8,92
370,19971128,41,72,42,10082,7,99
370,19971129,47,97,7,10026,7,92
370,19971130,43,80,11,10051,8,96
370,19971201,25,30,0,10139,3,93
370,19971202,50,22,1,10070,8,84
370,19971203,41,16,0,10138,7,88
370,19971204,33,11,-1,10205,6,90
370,19971205,30,-3,0,10237,5,94
370,19971206,70,28,6,10209,8,83
370,19971207,45,24,0,10161,6,86
370,19971208,58,61,-1,10062,8,84
370,19971209,60,92,39,10077,7,90
370,19971210,86,112,103,10029,7,92
370,19971211,66,113,29,10013,7,91
370,19971212,61,78,41,10118,6,91
370,19971213,35,64,-1,10285,6,92
370,19971214,46,62,9,10283,6,91
370,19971215,70,12,0,10318,7,78
370,19971216,75,-28,-1,10251,3,69
370,19971217,66,-20,-1,10112,5,75
